idea_text,label,source
"The Kooler - Business Idea: an insulated water cooler with containers for secondary beverages . The Kooler is a Kooler within a kooler and is designed to hold your pre-workout, workoutÂ and post-workout drinks. The outer cooler holds one gallon andÂ the remaining space is taken up by shaker bottles, which each hold 23 ounces.",1,SharkTank
"Basic Outfitters - Business Idea: a service providing drawers of men's clothing basics . Basic Outfitters is an exclusive onlineÂ store for men, where they can purchaseÂ all their basics, including socks, underwear, tees and joggers affordably.",0,SharkTank
Naturally Perfect Dolls - Business Idea: dolls with features representing diverse cultures and ethnicities . Naturally Perfect dolls create the line of dolls thatÂ encourages self-acceptance in every young girl and let girls know that they are beautiful just the way they are.,1,SharkTank
PDX Pet Design - Business Idea: a line of cat toys and care products . PDX Pet Design creates products that intrigue cats and keep them interested in playing.,0,SharkTank
"Victory Coffees - Business Idea: a line of organic, fair trade coffee . Victory Coffees offer 5-Star coffee which is organically brewed and includes a selection of whole bean, ground or K-cups. Their serviceÂ delivers this quality coffeeÂ right to the doorstep through multiple membership options at variable prices.",0,SharkTank
"Digiwrap - Business Idea: customizable gift wrap and gift bags . DigiWrap offers a digitally printed tissue paperÂ toÂ personalize gift giving, perfect for any occasion!",1,SharkTank
"Hand Out Gloves - Business Idea: gloves with a removable finger portion to easily allow bare-handed tasks . Hand Out Gloves areÂ durable, breathable, waterproof glovesÂ that can keep your hands warm and dry all day, yet stillÂ allow you to quickly get your hands out to take care of things that need your touch,Â without removing the whole glove..",1,SharkTank
PolyGlide - Business Idea: a synthetic ice material for skating at home . PolyGlide is a high-grade synthetic ice surface that allows people to do ice skating anywhere and in any kind of weather. it makes winter activities a year-round celebration.,0,SharkTank
"Sealed by Santa - Business Idea: a service to send letters and packages to kids from Santa Claus . Sealed By Santa is an innovative service that helps parents to arrange for their kids to receive not only a personalized letter from Santa, but also a video greeting, phone call and certified proof that they made the Nice List.",1,SharkTank
"Grease Bags - Business Idea: disposable, compostable bags for disposing of household grease . Grease Bags is an innovative eco-friendly product that allows people to dispose of their used cooking greaseÂ and at the same time, help protect the environment.",1,SharkTank
"Mama's Milk Box - Business Idea: a subscription box service of women's clothing for nursing mothers . Mamaâ€™s Milkbox is a breastfeeding apparel subscription service which provides high-quality breastfeeding fashion to moms who want to look good, feel good, and easily breastfeedÂ their babies.",0,SharkTank
NicePipes Apparel - Business Idea: arm and legwarmers made from yoga workout material . NicePipes Apparel offers exclusiveÂ athletic leg and arm warmers perfect for any workout and designed for the fit and fashionable.,0,SharkTank
Pinblock - Business Idea: children's building blocks that are flexible . PinBlock offers an innovative way to buildÂ structures and do art with mini blocks that stack and rotate.,1,SharkTank
Barbell Apparel - Business Idea: men's clothing tailored for active wear,0,SharkTank
"ENERGYbits - Business Idea: algae tablets to increase energy and focus . EnergyBits offers algae tabs to eliminate fatigue and hunger. It delivers a boost of natural energy, without caffeine or harmful chemicals.",0,SharkTank
Line Cutterz - Business Idea: a finger ring with a cutter for fishing line . Line CutterzÂ is a finger ring with a cutter for fishing line.The adjustable ring has a double-sided blade and can cut mono-filament and braided fishing line.Â It offers a quick and convenient cut.,1,SharkTank
"PupBox - Business Idea: a subscription box service for puppy owners . PupBox is for raising puppies. The boxes include training tips, meaty treats, toys, essential accessories, and chews. Based on your puppyâ€™s profile, customized items are selected for each box.",1,SharkTank
Chi'lantro - Business Idea: a Korean BBQ food truck and restaurant,1,SharkTank
"Jack's Stands & Marketplaces - Business Idea: a service that provides stands and training for young entrepreneurs to sell their products . Jackâ€™s Stands offers young entrepreneurs the opportunity to operate drink stands run by kidsÂ in great retail marketplaces, malls and farmers markets.",1,SharkTank
"Milk Snob - Business Idea: a soft baby stroller and car seat cover that doubles as a nursing cover . Milk Snob is a lifestyle brand for the modern parent which is a multi-functional cover that can be used as a nursing cover, car seat cover, stroller cover, among other uses",1,SharkTank
"Toor - Business Idea: a lockbox connected to an app that allows a real estate buyer quicker access to the property . Toor is a platform that consists of a smart lockbox and app which helps in connecting buyers, sellers, renters, agents, inspectors, contractors, guests and hostsâ€”so people can request a house tour remotely and not have to schedule a realtor meeting.",1,SharkTank
besomebody - Business Idea: an app to facilitate experiential learning by booking live experiences with mentors and experts in various activities . Besomebody helps people live out their passions. This experience marketplace app allows you to connect with people who share your interests and find experiences around the world that match those interests.,0,SharkTank
"Eco Flower - Business Idea: artificial flowers made from recycled materials . Eco Flower offers beautiful, classic bouquets made out of recycled materials including wood, fabric, paper, and more.Â It is specialized in floral bouquets created with sustainable and recycled materials.",1,SharkTank
Safe Catch - Business Idea: a machine that can test the mercury content in tuna . Safe Catch invented technology to test every fish for mercury and providesÂ low-mercury tuna in a can. and they do not add any fillers or other chemicals.,0,SharkTank
"The Style Club - Business Idea: women's fashions marketed through videos and social media . The Style Club is a multi-platform shopping experience in one place which targets the younger consumer. Its purpose is to create limited edition collections that say something and mean something, just a little bit more than your average tee.",1,SharkTank
"Inboard Technology - Business Idea: an electric skateboard company . Inboard Technology is a lightweight, high-performance electric skateboard with motors inside the wheels. It has a rechargeable battery and can go up to 24 mph.",1,SharkTank
Nomiku - Business Idea: a home version of a sous-vide cooker . Nomiku is one of the innovative wifi home-cooking products that let people cook sous vide (or under vacuum and under a constant temperature) at home. It is an easy to use and affordable product that allows anyone to cook like a professional chef.,1,SharkTank
"Nootrobox - Business Idea: chewable coffee cubes . Nootrobox offers supplements and software for cognitive and human enhancement. It showcases chewable coffee products that not only boost memory, resilience, and clarity but also improves sleep patterns and brain protection.",0,SharkTank
"PetPlate - Business Idea: a delivery service of freshly cooked pet food . PetPlate is a pet food subscription service, which not only offers quality food made from gluten-free natural ingredients full ofÂ vitamins and minerals, but also delivers themÂ straight to the your doorstep.",0,SharkTank
"Parker's Maple - Business Idea: a line of maple syrup, maple butter, and other associated products . Parkerâ€™s Maple is a line of maple syrup, maple butter, and other associated products. Parker produced his first bottle of Real Maple Syrup in 2009 when he was just 11 years old shortly after going on a field trip where he learned how to make maple syrup.",0,SharkTank
"SafeGrabs - Business Idea: silicone mats for multi-purpose kitchen use . SafeGrabs is a multi-use kitchen accessory. This silicone mat serves as both a splatter guard and pot holder. It can also be used as the jar opener, food cover, utensil rest, funnel, kids plate, sink drain cover and turntable protector.",1,SharkTank
"SandiLake Clothing - Business Idea: a clothing line for children . SandiLake Clothing offers modern and trendy clothing designs for both children and adults. This handmade clothing is designed by a mom, Inspired by littles, and made for the whole family.",0,SharkTank
"SiliDog - Business Idea: pet identification tags made out of silicone . SiliDog is a pet identification tag made out of silicone. The silicone tags never fade, glow in the dark, come in a variety of colors and have a social impact. The tags contain the petâ€™s name and phrases such as, â€œâ€I am chipped!â€ â€œIâ€™m lost, rub my bellyâ€, or a phone number to call.",1,SharkTank
"Joyce's Lulu Bang - Business Idea: a line of gourmet marmalade and sauces . Joyceâ€™s Lulu Bang Sauces are used to enhance the flavor of any of your favorite foods, whether itâ€™s fish, chicken, beef, pasta, rice or salads. Flavors include Asian Persuasion andÂ BBQ Fusion among others.",0,SharkTank
Potato Parcel - Business Idea: a gag gift delivery service of a message written on a potato . Potato Parcel is a gag gift delivery service of a message written on a potato. It allows you to send personalized messagesâ€”on a potato.,1,SharkTank
"Sunscreenr - Business Idea: a device to view the effectiveness of sunscreen . Sunscreenr is a device to detect the spots where you miss applying sunscreen. Sunscreenr has a lens and filters to see UV lightÂ and when viewing someone through it, can show where sunscreen is, and isnâ€™t.",1,SharkTank
unPack - Business Idea: a service for travelers that delivers pre-packed clothing to hotels . UnPack is a service to deliver pre-packed clothing to hotels for travelers. It offers professionally-packed carry-ons so the stress of packing is off your shoulders. You can choose either a â€œbusinessâ€ or a â€œplayâ€ package.,0,SharkTank
"Night Runner 270 - Business Idea: lights for shoes to be used by runners at night . The Night Runner 270 Shoe provides a safer way to run and walk at night. With no headbands, belts or straps, Night Runner is great for urban running, trail running, hiking, cycling and walking.",1,SharkTank
Raising Wild - Business Idea: fashionable bathing suits for more mature women . Raising Wild is a swimsuit line that empowers women of all shapes and lifestyles to get out of their beach chairs and confidently enjoy their own adventure.,1,SharkTank
"TekDry - Business Idea: a machine to dry out water-damaged electronic devices . TekDry is a service that saves technology damaged by water. Rather than sticking your phone into a bowl of rice, TekDry dries the phone, in addition to restoring any possible lost data, photo, and apps. It provides a miracle service that can erase that grueling mistake in just 30 minutes and can be found at select stores nationwide.",1,SharkTank
"The Cookie Kahuna - Business Idea: Wally Amos from the Famous Amos cookie brand pitches a new line of cookies . The Famous Wally Amos brings back taste with Cookie Kahuna, offering cookies with a whole lot of the Aloha Spirit baked right in.Â Wally Amos is the man who made cookies famous and now heâ€™s back with more amazing cookies.",0,SharkTank
Angels and Tomboys - Business Idea: scented body sprays and lotions marketed to tween girls,1,SharkTank
"Atlantic Candy Company - Business Idea: a hollow chocolate candy with a toy inside that is legal to sell in the United States . Atlantic Candy Company is a family-owned business from St. Augustine, Fl that produces millions of confectionery items a year. They make chocolate products that contain surprise toys inside.",0,SharkTank
Biem - Business Idea: a device that converts a stick of butter into a butter spray,1,SharkTank
Solemates - Business Idea: a cap for high-heeled shoes to prevent them from sinking into grass . Solemates is a brand of womenâ€™s shoe solutions thatÂ prevents high heel shoes from getting ruined.Â The High Heelers caps protect the heels from sinking into the grass and avert a super awkward situation.,1,SharkTank
"GoodHangups - Business Idea: a magnetic device for hanging decorations on walls . GoodHangups turns any wall into a magnet board and is perfect for hanging poster, prints, photos, cards and more. Its stick and click magnets can attach posters, photos, prints and more to various wall surfaces, including brick, wood, glass and textured walls.",1,SharkTank
"Ice Age Meals - Business Idea: a delivery service of pre-made meals for the paleo diet . Ice Age Meals is nutritionally crazy good andÂ offers heat-and-eat paleo meals. These meals go through a rigorous testing period and are cooked up by the chief culinary ninja and are then refined to create the perfect taste, then frozen.",0,SharkTank
TactiBite Fish Call - Business Idea: a floating lure that creates sounds to attract fish . The TactiBite Fish Call offers a new high-tech way to catch fish. This device sends out sounds and vibrations that attract game fish! Fish are naturally curious and head towards those sounds and vibrations in search of their next meal.,1,SharkTank
"The Lapel Project - Business Idea: stick-on false lapels for jackets . The Lapel Project revolutionizes menâ€™s fashion with a patent-pending application that converts a suit into a tuxedo â€“ no more renting a used tux, or buying one that youâ€™ll never use again.",1,SharkTank
"Fizzics - Business Idea: a device to enhance the head and the flavor of bottled or canned beers . Fizzics Waytap is like the personal coffee maker but it doesnâ€™t make beer, it makes beer better. Put it on your bottle or can, and your beer tastes like it came from the tap.",1,SharkTank
"ISlide - Business Idea: fully customizable slip-on sandals . ISlides are personalized slide sandals. You can customize them with pictures, mantras, or team logos to represent your life or sport in comfort and style.",0,SharkTank
"ReThink - Business Idea: content-filtering software that delays sending potentially cyberbullying messages so the user can reconsider . ReThink is the worldâ€™s first ever proactive app to stop cyberbullyingÂ before an incident happens. When someone begins to craft a potentially offensive message on social media, ReThink uses its filtering technology to determine whether or not it maybe offensive and gives the sender a second chance to reconsider their decision.",1,SharkTank
"Spoonful of Comfort - Business Idea: a delivery service of soup and sides for sick people . Spoonful of Comfort cooks up gift packages featuring handcrafted soup. It is warm, thoughtful, and delightfully personal. These ready-to-eat meals are like sending love.",0,SharkTank
CreaProducts - Business Idea: a hair cutting guide and associated beauty products . CreaProducts makes gadgets to make giving yourself a haircut or doing your nails and make-up easy and awesome.,1,SharkTank
"Dollop Gourmet - Business Idea: a non-GMO, vegan, and gluten-free frosting . Dollop Gourmet produces a non-GMO, vegan and gluten-free frosting.",1,SharkTank
"The Spooner - Business Idea: a training device that simulates surfing, skateboarding, and snowboarding . The Spooner is a curved board that combines surfing and skating so you can do either while just hanging out.",1,SharkTank
"Yourself Expression - Business Idea: an interchangeable accessories company . Yourself Expression creates interchangeable accessories like bracelets, necklaces and rings that allow you to decide whatâ€™s in and on them to personalize it as often as you like.",0,SharkTank
"Coolbox - Business Idea: a toolbox with innovative features and integrated technology . The Coolbox is a Tool Box with added features and functions â€“ battery, clock, whiteboard, light, wheels, magnetic lid and bottle opener â€“ that make all your projects easier, safer and more fun.",1,SharkTank
"TheNoPhone - Business Idea: a fake phone for people with cell phone addiction . The NoPhone is a fake phone to help you overcome that obsessive need to check your texts, Facebook, Instagram feeds, or stick your nose in a tiny screen instead of having human contact.",0,SharkTank
"PrideBites Pet Products - Business Idea: customizable accessories for pets . Custom blankets, beds, collars, toys, and even clothes for your favorite dog â€“ stop dragging your dog around without any clothes!",1,SharkTank
TROBO - Business Idea: an interactive story-telling plush robot with updatable content . TROBOs are plushy robot friends wirelessly connected to your iPad or iPhone (no android yet). The plush TROBOâ€™s speaks as it reads stories and becomes friends with your child.,1,SharkTank
"Beloved Shirts - Business Idea: a line of humorous print clothing . Beloved Shirts sells shirts, sweatshirts, leggings, and more with all-over printings of outrageous, funny, and bizarre images like pizza, unicorns, cats and more.",0,SharkTank
"IllumiBowl - Business Idea: a toilet seat light for nighttime bathroom use . IllumiBowl is a motion-activated toilet night light that fits on any toilet and gives the inner bowl a glow when you walk into the bathroom at night so that you donâ€™t have to turn on bright lights, stumble in the dark, or worse, miss the bowl.",1,SharkTank
"Innovation Pet - Business Idea: a line of pet toys, houses, and accessories . Innovation Pet creates upscale, modular designed pet play things, and pens.",1,SharkTank
MobCraft Beer - Business Idea: a craft brewery that uses crowdsourcing to create their line of beers . MobCraft is a crowdsourced craft brewery that turns your ideas into beer by letting fans vote on (pre-order) user submitted ideas and then brewing the winning beers and shipping them to those that pre-ordered!,0,SharkTank
"Felt - Business Idea: an app that lets a user hand-write a message onto a greeting card and have it mailed for them . Felt lets you send personal card written in your own handwriting in the mail, right from your phone or tablet.",1,SharkTank
Pavlok - Business Idea: a device that uses small electrical shocks to break bad habits . Pavlok is a device that uses small electrical shocks to break bad habits.,0,SharkTank
Pete and Pedro - Business Idea: a line of men's hair styling products . Pete & Pedro create menâ€™s hair styling products offered by YouTube celebrity Aaron Marino.,1,SharkTank
PMS Bites - Business Idea: bite-sized snacks to aid women having premenstrual issues . PMS Bites are delicious and healthy treats delivered to womenâ€™s doors the week we need them most.,0,SharkTank
Beer Blizzard - Business Idea: a reusable device that attaches to the domed underside of canned beverages to keep the contents cold longer . The Beer Blizzard is a plastic ice cube specifically designed to fit into the bottom of any beer or soda can on the market.,1,SharkTank
"The Good Promise - Business Idea: a line of fruit and vegetable smoothies and sauces . The Good Promise makes portable, affordable veggie drinks and post-workout drinks that are light, and have great tasting servings of veggies, so you can have a healthy drink.",0,SharkTank
"Vengo - Business Idea: a slim digital vending machine for small items . Vengo creates high-tech vending machines that hang on the wall and can carry any type of small product and go perfect in high traffic, high end spaces.",1,SharkTank
"Wondercide - Business Idea: a natural and organic pesticide . Wondercide makes non-toxic alternatives to chemical pesticides used on pets, people, and property â€“ like flea and tick spray, insect repellant, and other solutions.",1,SharkTank
brellaBox - Business Idea: an umbrella rental service . brellaBox pitches Shark Tank with its umbrella rental service kiosks that are saving the planet.,0,SharkTank
Brightwheel - Business Idea: an app geared toward early education of toddlers that gives parents better information on their education . Brightwheel is an app geared toward day care and schools to gives parents a close look at what their kids are doing all day so they donâ€™t miss out.,1,SharkTank
FashionTap - Business Idea: a social networking app to help sell fashion and beauty products . FashionTap isÂ a social networking app to help sell fashion and beauty products.,0,SharkTank
My Fruity Faces - Business Idea: edible stickers for fruits and vegetables to encourage children to eat them . My Fruity Faces pitches the Shark Tank these edible stickers for fruits and vegetables to encourage children to eat them.,0,SharkTank
InchBug - Business Idea: products for young children including personalized labels for bottles and a juice box holder that prevents squeezing . InchBug createsÂ products for children including labels for bottles and a juice box holder.,0,SharkTank
Jarrett & Raja Productions - Business Idea: a magic and music act for the Las Vegas strip . Jarrett & Raja Productions come to Shark Tank to pitch a magic and music act for the Las Vegas strip.,0,SharkTank
KidRunner - Business Idea: a stroller designed to be towed while jogging . KidRunner isÂ a child jogging stroller designed to be towed behind the runner.,0,SharkTank
The Drip Drop - Business Idea: an edible ring designed to catch drips from an ice cream cone . The Drip Drop is an edible waffle cone ring designed to catch drips from an ice cream cone.,1,SharkTank
Camp No Counselors - Business Idea: a sleep away camp for adults . Camp No Counselors is a summer camp for adults where you get to play like a kid all day and then play like an adult at night.,0,SharkTank
Extreme Vehicle Protection - Business Idea: a plastic cover to protect your car from extreme weather . Extreme Vehicle Protection a 360 degree plastic cover to protect your car from extreme weather or storms.,1,SharkTank
Gladiator Lacrosse - Business Idea: practice equipment for lacrosse . Gladiator Lacrosse creates high end practice equipment for lacrosse.,0,SharkTank
VPcabs - Business Idea: a digital pinball machine . VPCABS creates a digital pinball machine that can play hundreds of different games with the feel of real pinball.,1,SharkTank
"Bee Free Honee - Business Idea: an apple-based vegan alternative to honey . Bee Free HoneeÂ® is a plant-based, honey substitute made from organic apples grown in the USA.",1,SharkTank
Float Baby - Business Idea: a floatation and massage facility for babies . Float Baby is a local shop that offers water therapy and neonatal massage for infants as young as 2 weeks old to help muscle tone and digestion.,0,SharkTank
MTailor - Business Idea: an app that takes body measurements and uses them to design custom clothing . MTailor sells menâ€™s custom clothing by measuring you with your phoneâ€™s camera.,0,SharkTank
SmartPlate - Business Idea: a plate with technology that analyzes meals and calculates their nutritional value . SmartPlate recognizes and weighs your entire meal to give you a complete picture of your eating.,0,SharkTank
"BetterBack - Business Idea: a back supporter which improves posture to relieve back pain . BetterBack is a back support strap that allows you to effortlessly sit in perfect posture, easing back painâ€”and preventing it.",1,SharkTank
"Glacé Cryotherapy - Business Idea: a franchise featuring a whole-body cryotherapy device . GLACÃ‰ CRYOTHERAPY is a retail Cryotherapy spa that uses cryotherapy to create vasoconstriction to push out toxins, relive pain, and other benefits.",1,SharkTank
Linka - Business Idea: a bicycle lock and alarm with smart technology . LINKA is a bike lock that is hard mounted to your bike frame and unlocks as you approach your bike.,0,SharkTank
"Teaspressa - Business Idea: concentrated tea shots made like espresso . Teaspressa is gourmet tea inspired by coffee, and fancy flavored sugar cubes â€“ you might not know itâ€™s tea.",0,SharkTank
"BearTek - Business Idea: gloves that are capable of remotely controlling smartphones and similar devices through different finger gestures . BearTek are smartgloves with bluetooth that allow you to wirelessly control your phone, music, GoPro camera, and more while you ski, play or work.",1,SharkTank
"Combat Flip Flops - Business Idea: a line of flip-flops, belts, and other accessories manufactured in war torn and volatile territories . Veteran owned and operated, Combat Flip Flops is on a mission to create peaceful, forward-thinking opportunities for self-determined entrepreneurs affected by conflict.",1,SharkTank
"Major Mom - Business Idea: a service to professionally organize cluttered rooms . Major MomÂ® is a residential organizing service company that helps you get organized in your home, office, or garage.",0,SharkTank
R. Riveter - Business Idea: handbags made from upcycled military materials and manufactured by military spouses . R. Riveter offers purses and accessories â€œmade by the hand of spouses wherever the military takes themâ€.,1,SharkTank
Custard Stand Food Products - Business Idea: hot dog chili . Custard Stand is a hot dog and chili restaurant chain with packaged foods distributed in stores.,0,SharkTank
"Insta-Fire - Business Idea: a fire starter product with less chemicals . Insta-Fire is a fire starting material that is safe, can start a fire in any weather condition, and can be stored for decades for emergency preparedness or camping.",1,SharkTank
"PRx Performance - Business Idea: weightlifting and gym equipment for use in small spaces . PRx Performance creates products for serious lifters, including a garage gym that folds out of the way so you can still park your car.",1,SharkTank
Rags to Raches - Business Idea: a line of one-piece rompers for children . Rags to Raches creates a hot line of kids rompers and other fun t-shirts and outfits for your kids and you.,1,SharkTank
"Clean Sleep - Business Idea: a service to clean mattresses and associated bedding . Clean Sleep provides a services that sanitizes your mattress so youâ€™re not sleeping on all that dead skin, dust, and mites â€“ yuk!",0,SharkTank
"Nohbo - Business Idea: concentrated balls of shampoo and conditioner designed to reduce waste from plastic bottles . NNohbo is an eco-friendly shampoo ball â€“ with no plastic shampoo bottles â€“ wrapped in a biodegradable plant-based material. Each Nohbo is a single use ball of shampoo, conditioner, body wash, or shaving cream.",1,SharkTank
"Sworkit - Business Idea: a personalized customizeable workout app . Sworkit a fitness app that allows you to customize workouts for the amount of time you have for strength, yoga, pilates and stretching routines requiring no equipment.",1,SharkTank
TUTUblue - Business Idea: a line of full-body swimsuits to prevent sun damage . Tutublue is a one piece beach suit with built-in UPF50 fabric to protect you from the sun and look stylish at the same time.,0,SharkTank
"2400 Expert - Business Idea: a test prep resource for mastering the SAT test, created by a student who earned a perfect score . Prep Expert (formerly 2400 Expert) is an SAT & ACT test preparation service created and run by someone who actually scored a perfect 2400 on the SATs.",1,SharkTank
CO.ALITION - Business Idea: a backpack with an integrated wireless hard drive that can charge mobile devices . CO.ALITION makes backpacks for tech folks by integrating a power supply and more into the functional designs.,0,SharkTank
"IcyBreeze - Business Idea: a portable air conditioner built into a cooler . The IcyBreeze is a cooler slash portable air conditioner â€“ perfect for camping, boating, sports, tailgating, travel, and emergency relief.",0,SharkTank
Shefit - Business Idea: an adjustable sports bra . ShefitÂ® creates adjustable sports bras that really work for women of all sizes and athletic levels.,1,SharkTank
"Controlled Chaos - Business Idea: hair care products for very curly hair . Controlled Chaos Hair Creme enhances and supports your curly hair to give you soft, defined, bouncy, shiny curls with all natural ingredients.",1,SharkTank
"Ezpz - Business Idea: an all-in-one placemat and plate with suction cups designed for use by toddlers . EzPz happy mats are all-in-one placemat + plate that suctions to the table capturing kidsâ€™ messes and eliminating tipped bowls and spilled food. Kids and parents, (and therapists) love it.",1,SharkTank
"Hungry Harvest - Business Idea: ""Hungry Harvest"" a service delivering less-appealing surplus produce at lower costs. Hungry Harvest sources produce that would normally go to waste and recaptures it to and delivers it to reduce food waste and feed hungry families.",1,SharkTank
"Sprëtz - Business Idea: a deodorizer for both breath and hands . Spretz is the first all natural 2-in-1 spray freshener that delivers a powerful mist of freshness to both your breath and your hands â€“ good for removing unwanted odors associated with cheese, garlic, smoke, coffee and fish.",1,SharkTank
"Glow Recipe - Business Idea: a line of skin treatment products with Korean influences . Glow Recipe is a platform to help women all over the world to look more beautiful by identifying, curating, and bringing to market best-of-breed products and skincare secrets from Korea, the modern epicenter of beauty innovation.",1,SharkTank
Leaux Racing Trikes - Business Idea: a recumbent tricycle modified for speed and maneuverability . The Leaux Racing Trike is a new creation with three wheels and a reclined seat. Itâ€™s a tricycle but made for racing.,0,SharkTank
"Sarah Oliver Handbags - Business Idea: designer handbags hand-knitted by senior citizens .  Sarah Oliver Handbags offers purses, clutches and shoulder bags that are hand knit by a fabulous team of senior knitters.",1,SharkTank
Trunkster - Business Idea: a high-tech travel suitcase . Trunkster is luggage featuring a sliding door for zipper-less entry and even a charging station for your phone.,1,SharkTank
"ABS Protein Pancakes - Business Idea: a low-calorie, gluten-free, low-carb, high-protein line of pancake mixes .  ABS Protein Pancakes allows you to enjoy delicious flavored pancakes with 26g of protein and 6 grams of carbs for each pancake.",1,SharkTank
Extreme Sandbox - Business Idea: a service that allows clients to play with heavy-duty construction equipment . Extreme Sandbox is a Heavy Equipment Adventure company that lets clients play on construction equipment.,1,SharkTank
"FireAvert - Business Idea: a device which shuts off power to a stove in case of a fire alarm . FireAvert syncs to your smoke alarm and when smoke is detected, it turns off your stove.",1,SharkTank
"Total Tie Keep - Business Idea: a necktie accessory that maintains a neat, professional appearance . The Total Tie Keep is a small, hidden clothing accessory that links the tie loosely to the shirt to control and prevent bad tie behavior and keep you looking sharp and professional.",0,SharkTank
"Beard Head - Business Idea: novelty hats and beanies with detachable face masks that resemble beards . Beard Head creates unique, fun and functional hats and beanies with hand-knit detachable beard facemasks â€“ perfect for skiing without freezing your face.",0,SharkTank
GeekMyTree - Business Idea: Christmas tree lights with smart technology for indoor light displays . GeekMyTree makes electronic lights that make it easy to bring the fun and excitement of extreme outdoor light shows inside to the family Christmas tree.,1,SharkTank
"Lovepop - Business Idea: stationery and greeting cards with 3D pop-up art . More than just a greeting card, lovepops feature an intricate laser-cut, hand-crafted 3D pop-up sculpture that tells them you really care.",1,SharkTank
PiperWai - Business Idea: a natural deodorant without chemicals . PiperWai is a uniquely effective natural charcoal paste deodorant for both men and women.,1,SharkTank
"National Association of Bubble Soccer - Business Idea: a league and licensing group for bubble soccer . The National Association of Bubble Soccer rents, sells, and provides official rules for bubble soccer leagues in over 35 cities in the USA.",0,SharkTank
"Brazi Bites - Business Idea: a gluten-free Brazilian cheese bread . Brazi Bites brings one of Brazilâ€™s most popular snack food to the U.S. â€“ Brazilian Cheese Bread, or â€œpao de queijo,â€ in Portuguese.",1,SharkTank
"Socktabs - Business Idea: a connector to keep socks together to prevent loss during washing and drying . SockTABs is a solution to the missing sock. Put them on your socks before or after wearing them, and when you wash them, they will come out together.",1,SharkTank
Umano - Business Idea: clothing featuring art by children with proceeds providing backpacks of school supplies . Umano takes kids art and makes high quality shirts and then gives backpacks for kids to empower them to unleash their creativity.,1,SharkTank
"Frends - Business Idea: a designer brand of headphones with changeable styles . Frends demoed a collection of fashionable electronic accessories, specifically headsets with interchangeable designer looks on Shark Tank.",0,SharkTank
Petnostics - Business Idea: a chemical testing kit designed to test pet's urine for health issues . Petnostics allows you to check your petâ€™s health instantly with this app and kit featured on Shark Tank,1,SharkTank
popSLATE - Business Idea: a smartphone case that adds a rear second screen with quick access to frequently desired information . popSlate is a smartphone case that adds a rear second screen with quick access to data that you program on it so you donâ€™t have to keep turning on your phone to check apps.,0,SharkTank
Slyde Handboards - Business Idea: a small waveriding board that straps to the user's hand . Slyde Handboards make small wave riding boards that straps to your hand and allow you to ride waves anytime even without your surfboard.,1,SharkTank
"AfreSHeet - Business Idea: a bedsheet with removable disposable layers for easier cleaning . AfreSHeet is the worldâ€™s first and only fitted sheet with seven soft, waterproof peel away layers. If you soil the sheet, INSTANTLY peel away that layer to reveal a new one below.",0,SharkTank
Grip Clean - Business Idea: a natural hand soap that uses dirt to remove heavy grease . Grip Clean is an all-natural industrial strength hand soap â€“ made with dirt â€“ created by three-time XGames medalist Bryce Hudson.,1,SharkTank
"PolarPro - Business Idea: a line of accessories and filters for digital photography and drones . PolarPro manufactures accessories and snap-on filters for GoPros, drones, and cell phones. All battle-tested by the action sports founders.",1,SharkTank
"Unshrinkit - Business Idea: a product to help unshrink wool garments . Unshrinkit is the emergency sweater saver. Its patent-pending solution unshrinks shrunken wool clothing. Each bottle of Unshrinkit is hand safe, color safe, and sweater safe.",1,SharkTank
"Clean Cube - Business Idea: a digital doorman storage system for drop-off and pick-up of various delivery items . Clean Cube is a cleaning, delivery service for buildings so renters can drop off and pick up laundry without leaving the building or finding a shop.",0,SharkTank
"Saavy Naturals - Business Idea: a line of beauty bars and lotions made from food-grade ingredients . Saavy Naturals is Artisan Body Care thatâ€™s 100% natural, and made from 100% food grade ingredients. Our entire line is also Vegan, Gluten-free, Soy-free, non-GMO, and Palm-free. Good for your skin and a feast for your senses.",1,SharkTank
"Simply Fit Board - Business Idea: a modified balance board for better workouts . The Simply Fit Board is a workout balance board that twists. Designed to be a fun workout that targets your waist and muffin top, improves balance and strengthens your core. Can be used in a variety of workouts.",1,SharkTank
"Wink Frozen Desserts - Business Idea: a healthier alternative to ice cream that is dairy free, vegan, and just 100-calories per pint . Wink Frozen Deserts is a non-dairy, non-gluten, healthy alternative for ice cream. They have 10 very cool flavors and most are only 100 calories for an entire pint.",0,SharkTank
"Beard King - Business Idea: a bib used while shaving to catch cut facial hairs . Beard King is an accessory that allows you to trim your beard and keep all the clippings from going everywhere â€“ like the soap, toothbrushes, floor â€“ and making clean up simple and easy.",1,SharkTank
"Fixed - Business Idea: a smartphone app that helps overturn invalid parking and traffic violation tickets . Fixed is the easiest way to deal with a traffic ticket â€“ submit your ticket and if they can help you, theyâ€™ll let you know and get the ticket and point dismissed. Fast & Free Ticket Review. Attorneys from $150. 90% success rate.",1,SharkTank
"Hatch Baby - Business Idea: a smart changing pad that syncs information on the infant to a smartphone . Hatch Baby is a baby changing station with scale and feeding/diaper/more tracker all-in-one, that tracks all your baby health info and gives it to you in an app for your phone to help you track your babyâ€™s health and growth.",1,SharkTank
